site_id,igbp_class,location_lat,location_long,n_years_nee,n_years_gpp,n_years_ter,n_years_le,n_years_h,nep_median,gpp_median,ter_median,et_median,h_median,nep_source,gpp_source,ter_source,gpp_partition,ter_partition,vut_frac_nee
BE-Dor,GRA,50.311874,4.968113,13,13,13,6,14,93.5894,2245.67,2210.62,373.2929183020408,6.194555,VUT,VUT,VUT,NT,NT,1
BE-Bra,ENF,51.30761,4.51984,22,22,22,23,24,130.7425,1599.5149999999999,1424.1599999999999,350.3679319836735,20.569000000000003,VUT,VUT,VUT,NT,NT,1
VU-Coc,EBF,-15.444423,167.19131,2,1,1,2,2,419.591,3526.42,3350.06,915.1027765714285,28.90055,VUT,VUT,VUT,NT,NT,1
ML-Kem,WSA,15.2875,-1.543056,1,1,1,1,1,578.232,1542.98,953.605,871.7316856163266,52.4552,VUT,VUT,VUT,NT,NT,1
KE-Mkt,CRO,-3.425859,38.140663,1,1,1,1,1,403.892,1029.98,641.247,439.0744134857143,69.8305,VUT,VUT,VUT,NT,NT,1
KE-Kpt,GRA,-1.6141866,37.13311,1,1,1,1,1,176.513,1213.91,1037.45,566.605759444898,51.2887,VUT,VUT,VUT,NT,NT,1
KE-Chk,WSA,-3.6663,38.350185,0,0,0,1,1,NA,NA,NA,552.867254889796,81.6859,NA,NA,NA,NA,NA,NA
KE-Aq2,CRO,-1.566199,37.100166,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KE-Aq1,CRO,-1.57781,37.067047,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IT-SR2,ENF,43.73202,10.29091,9,9,9,10,11,224.553,2602.86,2267.91,734.9797241632654,29.9854,BOTH,BOTH,BOTH,NT,NT,0.8888888888888888
ID-JOP,EBF,-1.69306,103.39139,3,3,3,4,7,788.92,4277.48,4101.87,1133.7441338938777,12.7249,VUT,VUT,VUT,DT,DT,1
CR-AqC,EBF,9.938369,-83.7289,5,5,5,6,6,826.82,2462.03,2361.13,825.2138511183673,37.46455,VUT,VUT,VUT,DT,DT,1
CN-SnB,WET,31.6905,121.6563,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN-Sb2,ENF,42.39117,117.37017,4,4,4,4,4,1257.4,2929.795,1671.175,357.2294558693877,35.24655,VUT,VUT,VUT,NT,NT,1
CN-Sb1,DNF,42.40907,117.31461,4,4,4,4,4,1829.84,3237.8149999999996,1471.6100000000001,300.71430249795924,43.3126,VUT,VUT,VUT,NT,NT,1
BW-Nxr,GRA,-19.548056,23.179167,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BW-Gum,WET,-18.964722,22.37111,1,1,1,1,1,-175.615,1873.41,2319.8,1125.6995220244899,24.03,VUT,VUT,VUT,NT,NT,1
BJ-Nhu,SAV,9.74,1.6,3,3,3,4,5,169.975,1667.35,1541.08,761.8127006204082,46.1641,VUT,VUT,VUT,NT,NT,1
BJ-Db1,CRO,6.607338,2.543043,2,2,2,2,2,1163.975,3299.8900000000003,2450.0950000000003,1102.832498644898,29.44895,VUT,VUT,VUT,DT,DT,1
BJ-Bfg,DBF,9.791,1.718,2,2,2,4,4,675.1675,2428.71,1790.21,1135.6878244408163,34.289249999999996,VUT,VUT,VUT,NT,NT,1
ZM-Mon,DBF,-15.4391,23.2525,1,1,1,1,1,-53.4048,1551.25,1663.24,715.0681666285715,49.2911,VUT,VUT,VUT,NT,NT,1
UK-HpF,CRO,52.24809,-0.0498267,1,1,1,1,1,183.934,1259.37,1069.62,484.7659540897959,4.01805,VUT,VUT,VUT,NT,NT,1
UK-HgF,GRA,52.552177,0.515057,1,1,1,1,1,-154.931,1757.2,1913.86,663.8637065142857,-2.49759,VUT,VUT,VUT,NT,NT,1
UK-Gwr,GRA,54.85464,-5.988278,2,2,2,2,2,140.2755,1121.76,1000.475,305.6598292408163,7.56645,VUT,VUT,VUT,NT,NT,1
UK-Gnn,GRA,54.96185,-6.760763,2,2,2,2,2,94.83175,510.4565,400.5545,354.9553765714286,4.299075,VUT,VUT,VUT,NT,NT,1
UK-GaB,GRA,55.10994,-6.529928,2,2,2,2,2,77.49154999999999,785.7255,712.6025,348.4905768,9.653375,VUT,VUT,VUT,NT,NT,1
UK-Cvn,GRA,52.43339,0.162177,1,1,1,1,1,-17.076,1706.13,1701.42,630.0326712489796,-2.29782,VUT,VUT,VUT,NT,NT,1
UK-CCr,GRA,52.2542,-3.93357,2,2,2,2,2,103.29750000000001,814.187,712.361,324.5518830857143,12.837900000000001,VUT,VUT,VUT,NT,NT,1
UK-BnB,GRA,54.82326,-6.66984,2,2,2,3,3,120.4015,589.3325,467.0615,377.92866533877555,12.3545,VUT,VUT,VUT,NT,NT,1
UK-Ags,GRA,53.3097,-4.30044,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SN-Nkr,CRO,14.49581,-16.45357,6,6,6,6,6,300.7255,1175.7849999999999,855.711,557.171969142857,44.74915,VUT,VUT,VUT,NT,NT,1
SN-Dhr,GRA,15.40256,-15.43214,2,2,2,4,4,153.30485,826.4475,673.1410000000001,406.50697028571426,51.97265,VUT,VUT,VUT,NT,NT,1
SJ-Adv,WET,78.186,15.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SE-Trb,WET,64.180916,19.837284,2,1,1,2,2,-94.43209999999999,287.109,327.307,91.85766887020408,7.180465,VUT,VUT,VUT,NT,NT,1
SE-St1,WET,68.35415,19.050333,2,2,2,3,3,143.034,428.28999999999996,300.63750000000005,298.6727189877551,-2.29176,VUT,VUT,VUT,NT,NT,1
SE-Srj,WET,64.17498,19.56381,1,1,1,1,1,-10.6979,309.55,314.154,187.3890288,5.86777,VUT,VUT,VUT,NT,NT,1
SE-Ros,ENF,64.16522,19.79074,6,6,6,6,6,284.3875,1044.83,727.6315,225.80879671836732,16.2271,VUT,VUT,VUT,NT,NT,1
SE-Hmr,WET,64.15955,19.551497,3,3,3,3,3,29.2098,376.259,335.907,216.84321815510205,1.12225,VUT,VUT,VUT,NT,NT,1
SE-HfM,WET,64.15955,19.551497,2,2,2,2,2,29.07915,259.1945,227.33800000000002,240.03612205714288,2.176895,VUT,VUT,VUT,NT,NT,1
SD-Dem,SAV,13.2829,30.4783,2,2,2,2,2,130.11665,562.7145,435.9095,392.5668835102041,55.476200000000006,VUT,VUT,VUT,NT,NT,1
RU-Ha1,GRA,54.72517,90.00215,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RU-Fyo,ENF,56.46153,32.922085,23,23,22,26,26,-49.7866,1503.16,1576.44,366.5949787102041,22.4171,VUT,VUT,VUT,NT,NT,1
RU-Fy4,WET,56.4727,33.0413,1,1,1,1,1,182.428,510.057,322.783,452.4677165387755,5.80222,VUT,VUT,VUT,NT,NT,1
RU-Fy3,OSH,56.4435,33.0478,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RU-Fy2,ENF,56.4476,32.90188,7,7,7,7,7,-57.852,1624.59,1620.34,371.01175464489796,16.753,VUT,VUT,VUT,NT,NT,1
RU-Che,WET,68.61304,161.34143,3,0,0,5,5,13.7663,NA,NA,134.99053214693876,8.58377,VUT,NA,NA,NA,NA,1
RU-Ch2,WET,68.61689,161.35089,2,1,2,2,2,84.6416,306.1,224.2055,140.9698601044898,8.178059999999999,CUT,CUT,CUT,NT,NT,0
PA-SPs,GRA,9.31378,-79.63143,2,2,2,2,2,-503.196,2530.185,3028.0150000000003,993.3855895836734,28.4446,VUT,VUT,VUT,DT,DT,1
PA-SPn,DBF,9.31814,-79.6346,1,1,1,1,1,523.457,2173.23,1889.71,1157.2339368489795,26.7292,VUT,VUT,VUT,DT,DT,1
NO-Ikr,WET,69.34,25.3,1,1,1,1,1,4.00243,228.737,225.703,101.27696843755103,-8.04358,VUT,VUT,VUT,NT,NT,1
NO-Fns,SNO,60.59384,7.5271025,3,3,3,3,3,5.90925,176.881,169.787,63.60157345959184,-2.32213,VUT,VUT,VUT,NT,NT,1
NO-And,WET,69.1422,16.01975,6,6,6,6,6,14.6242,228.2045,209.7955,281.8048597714286,-7.30621,VUT,VUT,VUT,NT,NT,1
NL-Vkp,GRA,51.980934,5.618825,10,10,10,10,10,63.420500000000004,1765.0949999999998,1655.4850000000001,644.722412032653,0.8338245,VUT,VUT,VUT,NT,NT,1
NL-Hrw,GRA,51.972466,5.641228,5,5,5,6,6,-12.5408,2150.97,2181.17,629.7138750857143,-3.15716,VUT,VUT,VUT,NT,NT,1
IT-SRo,ENF,43.72786,10.284445,10,10,10,12,12,382.3485,1905.15,1530.22,516.1226159020409,34.04795,VUT,VUT,VUT,NT,NT,1
IT-PT1,DBF,45.20087,9.061039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IT-NiG,GRA,45.51919,7.171434,2,2,2,3,3,37.147999999999996,546.5225,496.154,497.1867678367347,17.732,VUT,VUT,VUT,NT,NT,1
IT-MtM,GRA,46.687134,10.579597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IT-Lav,ENF,45.9562,11.28132,16,14,14,17,17,1904.45,2382.995,444.16949999999997,612.3848884897959,45.3967,VUT,VUT,VUT,NT,NT,1
IT-CA3,DBF,42.38,12.0222,2,2,2,2,2,425.8945,1165.7845,739.258,602.6812485061225,25.22645,VUT,VUT,VUT,NT,NT,1
IT-CA2,CRO,42.37722,12.026039,3,3,3,3,3,19.4482,1072.03,960.724,473.85475288163263,27.3299,VUT,VUT,VUT,NT,NT,1
IT-CA1,DBF,42.38041,12.026561,2,2,2,2,3,308.969,1358.595,1048.0375,654.5110643265307,37.9256,VUT,VUT,VUT,NT,NT,1
IT-Bsn,GRA,45.11924,7.160429,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IT-BsB,DBF,45.11823,7.161995,1,1,1,3,3,663.487,1825.66,1162.18,581.8474362122448,14.5088,VUT,VUT,VUT,NT,NT,1
IT-Arz,OSH,45.61902,10.00228,5,5,5,6,7,45.1379,1616.02,1531.8,707.1774785632654,16.2824,VUT,VUT,VUT,NT,NT,1
IL-Yat,ENF,31.345045,35.051987,20,20,20,21,22,88.05075,606.982,503.0525,266.5651151020408,103.598,VUT,VUT,VUT,NT,NT,1
IL-RmH,EBF,32.5555,34.947285,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IE-Gwr,CRO,52.6365,-7.011306,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IE-CaN,CRO,52.85879,-6.918136,1,1,1,1,1,71.8391,942.601,870.762,141.91517123265305,5.49511,VUT,VUT,VUT,NT,NT,1
IE-CaC,CRO,52.85879,-6.918136,0,0,0,1,1,NA,NA,NA,134.7226145632653,7.07121,NA,NA,NA,NA,NA,NA
GH-Ank,EBF,5.268543,-2.694206,0,0,0,0,1,NA,NA,NA,NA,22.6397,NA,NA,NA,NA,NA,NA
FR-Nzn,GRA,48.005814,-2.81721,7,7,7,8,8,-149.616,1972.05,2147.57,593.2268491591838,7.97497,VUT,VUT,VUT,NT,NT,1
FR-Mau,GRA,43.385,1.29306,3,3,3,6,6,169.985,817.428,641.678,571.0747020244899,28.1823,VUT,VUT,VUT,NT,NT,1
FR-LBr,ENF,44.71711,-0.7693,6,6,6,9,9,298.1165,1778.98,1488.22,582.7400654693878,22.5791,VUT,VUT,VUT,NT,NT,1
FI-Sar,CRO,63.15143,27.199064,1,1,1,1,1,119.022,994.062,878.504,289.13717152653055,1.37766,VUT,VUT,VUT,NT,NT,1
FI-Ruk,CRO,64.68398,25.106318,4,4,4,4,4,-301.02,1177.408,1567.68,373.5215498938776,1.486795,VUT,VUT,VUT,NT,NT,1
FI-Rk2,ENF,61.182884,25.262684,2,2,2,4,4,-265.846,1150.635,1412.1,286.44447100408166,19.779899999999998,VUT,VUT,VUT,NT,NT,1
FI-Qvd,CRO,60.295242,22.391607,3,3,3,5,5,-164.56,1367.21,1524.56,342.01354040816324,6.4513,VUT,VUT,VUT,NT,NT,1
FI-Pap,CRO,63.13806,27.246117,1,1,1,1,1,-62.7471,1085.03,1151.63,325.1630700734694,2.85922,VUT,VUT,VUT,NT,NT,1
FI-Nsv,CVM,62.8639,24.08382,3,3,3,3,3,15.4518,478.157,444.28,298.96124561632655,5.319,VUT,VUT,VUT,NT,NT,1
FI-Jok,CRO,60.8986,23.51345,2,2,2,2,2,-122.47370000000001,467.3085,590.0885000000001,223.57335937959186,3.263655,VUT,VUT,VUT,NT,NT,1
ES-Yst,ENF,38.338932,-2.3506052,3,3,3,4,4,261.09,1124.16,829.647,557.6736705795918,64.55785,VUT,VUT,VUT,NT,NT,1
ES-VDA,GRA,42.15111,1.4473800000000001,2,2,2,2,2,89.19775000000001,1035.6285,920.5005,512.9571954122449,15.11215,VUT,VUT,VUT,NT,NT,1
ES-TzM,DBF,39.265785,-1.9397246,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ES-Srn,EBF,40.15047,-0.8380832,1,1,1,1,1,41.7058,860.776,691.566,392.82514060408164,53.0323,VUT,VUT,VUT,NT,NT,1
ES-Pzb,GRA,38.362118,-4.767329,4,4,4,4,4,-35.219260000000006,1051.809,1106.085,336.8174849632653,40.51105,VUT,VUT,VUT,NT,NT,1
ES-Pdu,WET,37.016975,-3.609228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ES-Mzn,EBF,40.089497,-0.827409,1,1,1,1,1,46.4223,821.185,803.594,421.66878700408165,64.9968,VUT,VUT,VUT,NT,NT,1
ES-MtN,CSH,36.99234,-6.4826016,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ES-MtB,OSH,37.020206,-6.5544033,3,3,3,3,3,407.74,1052.67,697.908,237.64804897959183,71.7058,VUT,VUT,VUT,NT,NT,1
ES-Mcd,EBF,39.58819,-0.39969,6,6,6,6,6,225.16699999999997,1583.29,1522.1799999999998,370.90742135510203,43.1678,VUT,VUT,VUT,NT,NT,1
ES-LM2,SAV,39.934593,-5.775881,10,10,10,10,10,-16.848504999999996,1225.815,1252.9850000000001,449.9559891918368,40.5116,VUT,VUT,VUT,NT,NT,1
ES-LM1,SAV,39.94269,-5.778683,9,9,9,9,10,20.9788,1159.6,1153.85,492.7519589877551,40.42885,VUT,VUT,VUT,NT,NT,1
ES-LJu,OSH,36.926594,-2.752115,11,9,11,13,13,-11.4445,257.575,324.513,231.67657822040815,58.0552,BOTH,BOTH,BOTH,DT,DT,0.9090909090909091
ES-Hen,ENF,38.411087,-1.697534,6,6,6,6,6,129.2315,832.0219999999999,612.683,359.4867903183674,63.092749999999995,VUT,VUT,VUT,NT,NT,1
ES-HeB,ENF,38.40475,-1.726215,6,6,6,6,6,199.8075,1064.315,809.5275,442.18187103673466,41.460049999999995,VUT,VUT,VUT,NT,NT,1
ES-HdD,SAV,38.49679,-5.111296,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ES-Gdn,SAV,37.91084,-3.228489,0,0,0,2,2,NA,NA,NA,481.91031330612236,34.001400000000004,NA,NA,NA,NA,NA,NA
ES-FtD,WET,36.99854,-6.434575,3,3,3,3,3,152.373,718.984,583.979,503.8898596897959,53.1293,VUT,VUT,VUT,NT,NT,1
ES-Dnn,OSH,36.9968,-6.5118,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ES-Crg,CSH,39.11926,-0.95852,2,2,2,3,3,246.33800000000002,1120.8310000000001,855.4789999999999,509.0575776979591,53.8504,VUT,VUT,VUT,NT,NT,1
ES-Cnd,WSA,37.914997,-3.227659,0,0,0,5,5,NA,NA,NA,438.64677580408153,37.7276,NA,NA,NA,NA,NA,NA
ES-Amo,OSH,36.833405,-2.2522173,7,0,0,7,7,-136.575,NA,NA,191.63835624489798,70.5937,VUT,NA,NA,NA,NA,1
ES-Agu,OSH,36.939384,-2.034044,8,8,8,9,9,-94.6871,298.4075,374.30899999999997,200.95493260408162,75.2298,CUT,CUT,CUT,NT,NT,0
ES-Abr,SAV,38.70184,-6.785881,5,5,5,5,5,34.988,1001.79,937.062,346.5011599346939,49.7398,VUT,VUT,VUT,NT,NT,1
EE-Stg,ENF,58.023636,26.070753,8,8,8,8,8,148.1705,1262.375,1098.615,326.70166408163266,22.652900000000002,VUT,VUT,VUT,NT,NT,1
EE-Rng,WET,57.913143,26.694048,1,1,1,1,1,-281.253,566.349,806.482,463.64812339591833,4.95803,VUT,VUT,VUT,NT,NT,1
EE-Pts,WET,58.562298,24.369932,2,2,2,2,2,5.844299999999999,598.203,593.6015,455.97189820408164,10.210215000000002,VUT,VUT,VUT,NT,NT,1
DK-Fou,CRO,56.4842,9.58722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK-Eng,GRA,55.69053,12.19175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE-Zrk,WET,53.875942,12.88901,9,9,9,9,9,-88.8471,976.127,946.035,488.03635190204085,4.49374,VUT,VUT,VUT,NT,NT,1
DE-Spw,WET,51.89225,14.03369,3,3,3,3,3,452.209,1722.61,1298.53,417.6268380734694,16.9972,VUT,VUT,VUT,NT,NT,1
DE-SfS,WET,47.80629,11.32757,9,9,9,9,9,416.862,1133.32,628.171,592.1249092897959,28.0249,VUT,VUT,VUT,NT,NT,1
DE-Seh,CRO,50.870625,6.449653,2,2,2,2,2,287.712,1270.5,979.7194999999999,556.9362531918367,2.876189,VUT,VUT,VUT,NT,NT,1
DE-SbM,WET,51.764927,10.51799,1,1,1,1,1,326.229,1177.13,844.204,378.05360767346934,20.0237,VUT,VUT,VUT,NT,NT,1
DE-RuM,CRO,50.929787,6.2969923,6,6,6,6,6,377.9605,1507.24,956.111,584.4783096000001,4.308035,VUT,VUT,VUT,NT,NT,1
DE-RuC,OSH,50.5031,6.336,11,11,11,11,11,-88.7538,1113.83,1184.43,438.0181999346938,14.5675,VUT,VUT,VUT,NT,NT,1
DE-Rns,CRO,51.494953,9.932118,3,3,3,3,3,403.752,1179.72,838.271,459.4966889142857,8.78123,VUT,VUT,VUT,NT,NT,1
DE-Obe,ENF,50.7864,13.72168,17,17,17,17,17,219.709,1819.19,1543.33,374.1417533387755,21.2722,VUT,VUT,VUT,NT,NT,1
DE-Lnf,DBF,51.328217,10.3678,15,15,15,15,17,612.181,1657.23,1031.42,349.7251873959184,21.7029,CUT,CUT,CUT,NT,NT,0
DE-Lkb,ENF,49.099617,13.3046665,2,2,2,2,2,-234.648,696.9680000000001,1013.685,468.66384969795917,32.98325,VUT,VUT,VUT,NT,NT,1
DE-Hte,WET,54.213055,12.179944,6,6,6,6,6,186.663,810.6455000000001,668.316,531.641870742857,5.781905,VUT,VUT,VUT,NT,NT,1
DE-Hdn,CRO,53.86825,13.268543,2,2,2,2,2,349.142,1493.98,1148.26,456.4330255836735,11.2158,VUT,VUT,VUT,NT,NT,1
DE-Etn,DBF,48.268486,7.878243,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE-Akm,WET,53.86617,13.68342,1,1,1,1,1,59.4566,1916.76,1947.21,516.323554089796,12.2694,VUT,VUT,VUT,NT,NT,1
CZ-Stn,DBF,49.035976,17.9699,15,15,15,15,15,287.515,1611.15,1277.86,419.1957016163266,19.3591,VUT,VUT,VUT,NT,NT,1
CZ-RAJ,ENF,49.44372,16.696512,13,13,13,13,13,463.639,1615.22,1197.4,397.804801077551,24.7001,VUT,VUT,VUT,NT,NT,1
CZ-LnG,GRA,48.704224,16.926247,5,5,5,5,5,-70.1683,1409.06,1401.53,470.41175431836734,12.0275,VUT,VUT,VUT,NT,NT,1
CZ-KrP,CRO,49.573257,15.078773,10,10,10,10,10,113.87549999999999,1156.725,1063.6915,395.2737527510204,14.606549999999999,VUT,VUT,VUT,NT,NT,1
CZ-BK2,GRA,49.49443,18.54285,4,4,4,4,4,-41.09401,1140.0300000000002,1182.13,192.88005120000003,9.700344999999999,VUT,VUT,VUT,NT,NT,1
CH-Tnk,CRO,47.48058,8.911775,1,1,1,1,1,267.377,2015.4,1745.45,534.365484832653,11.0551,VUT,VUT,VUT,NT,NT,1
CH-Rtb,GRA,47.3804,8.9934,13,13,13,13,13,476.632,1598.56,1099.78,636.0118704,9.67142,VUT,VUT,VUT,NT,NT,1
CH-Rh2,GRA,47.3,9.5,3,3,3,3,3,335.161,2340.64,1993.57,690.0977326040817,2.23591,VUT,VUT,VUT,NT,NT,1
CH-Rh1,GRA,47.3,9.5,3,3,3,3,3,-59.8304,1935.97,1978.09,618.7788446693878,1.10164,VUT,VUT,VUT,NT,NT,1
CH-Oe3,GRA,47.28542,7.732438,7,7,7,8,9,273.646,1910.71,1665.52,608.4054107265306,1.68531,VUT,VUT,VUT,NT,NT,1
CH-Oe2,CRO,47.286415,7.73375,21,21,21,21,21,95.1505,1520.79,1439.73,634.4545994448979,11.7437,VUT,VUT,VUT,NT,NT,1
CH-Oe1,GRA,47.28583,7.731944,9,9,9,10,10,299.773,2125.25,1780.96,644.2484039999999,1.345405,VUT,VUT,VUT,NT,NT,1
CH-Lae,MF,47.478333,8.364389,20,20,20,20,20,179.5035,1753.8200000000002,1347.145,693.0647910367347,38.848200000000006,BOTH,BOTH,BOTH,NT,NT,0.95
CH-Fru,GRA,47.115833,8.537778,17,17,17,17,17,382.369,2289.2,1826.12,585.6742782367346,6.1603,VUT,VUT,VUT,NT,NT,1
CH-Frk,GRA,46.577637,8.421592,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH-For,CRO,46.527206,6.7595406,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH-Crs,GRA,47.0436,7.0475,2,2,2,2,2,88.33035,1938.765,1983.625,659.1577599183674,9.574855,VUT,VUT,VUT,NT,NT,1
CH-Cha,GRA,47.21022,8.410444,18,18,18,18,18,-38.15714,2552.635,2523.485,589.3729577632653,9.140705,VUT,VUT,VUT,NT,NT,1
CH-Aws,GRA,46.58311,9.790639,4,4,4,10,10,309.6945,1538.525,1247.885,578.208007689796,4.49517,BOTH,BOTH,BOTH,NT,NT,0.5
CG-Tch,SAV,-4.2891665,11.656417,0,0,0,1,1,NA,NA,NA,627.5570097306122,30.6301,NA,NA,NA,NA,NA,NA
BE-Lcr,DBF,51.11218,3.85043,4,4,4,4,4,290.6805,1804.12,1575.41,403.5012698938775,0.90079,VUT,VUT,VUT,NT,NT,1
AT-Zoe,MF,47.842247,14.444137,0,0,0,0,2,NA,NA,NA,NA,10.277715,NA,NA,NA,NA,NA,NA
AT-PsM,WET,47.58145,14.347197,4,4,4,2,4,-33.0949,1084.115,1119.71,472.66393650612247,24.0387,VUT,VUT,VUT,NT,NT,1
AT-Nsd,WET,47.76914,16.758492,4,4,4,4,4,-175.9245,952.631,1140.8400000000001,685.4871028408163,4.192855,VUT,VUT,VUT,NT,NT,1
AT-Neu,GRA,47.116318,11.320229,19,19,19,19,19,-463.086,2324.17,2857.8,437.0354061061225,0.504876,VUT,VUT,VUT,NT,NT,1
AT-Mmg,ENF,47.316563,10.970089,3,3,3,3,3,219.08,1410.02,1101.14,520.3204207346938,36.6344,VUT,VUT,VUT,NT,NT,1
CN-Zha,WET,38.97514,100.4464,10,10,10,10,10,599.792,1463.225,799.8525,1300.3148071836736,14.7029,VUT,VUT,VUT,NT,NT,1
CN-Yuc,CRO,36.8287,116.5701,4,4,4,5,5,551.1659999999999,1755.4250000000002,1216.6799999999998,627.1950633795918,15.8993,VUT,VUT,VUT,NT,NT,1
CN-You,GRA,38.01419,100.24206,5,5,5,10,10,137.033,294.47,318.169,327.41074403265304,9.945105,VUT,VUT,VUT,DT,DT,1
CN-Yan,OSH,37.82861,107.49278,1,1,1,1,1,252.992,583.029,322.621,548.6784665142857,33.371,VUT,VUT,VUT,NT,NT,1
CN-YaS,OSH,37.70877,107.22655,8,8,8,9,9,1.8252650000000004,386.835,396.6735,261.0521955918367,48.6541,VUT,VUT,VUT,NT,NT,1
CN-Xi2,GRA,43.55444,116.6714,2,2,2,2,2,148.6058,733.8399999999999,580.5625,463.9965450612244,19.1748,VUT,VUT,VUT,NT,NT,1
CN-Wnb,BSV,40.42876,106.74229,1,1,1,1,1,-13.7206,129.789,145.682,135.434914677551,44.2122,VUT,VUT,VUT,NT,NT,1
CN-Sdq,OSH,42.00119,101.13741,7,7,7,10,11,229.41,860.802,648.623,500.83843297959186,41.9752,VUT,VUT,VUT,NT,NT,1
CN-Qng,DNF,33.46807,108.49102,0,0,0,0,1,NA,NA,NA,NA,41.5261,NA,NA,NA,NA,NA,NA
CN-Nmn,CRO,42.94611,120.72694,4,4,4,5,5,437.9855,1740.73,1364.04,718.0487497469387,21.5888,VUT,VUT,VUT,NT,NT,1
CN-Mxn,MF,31.6948,103.8951,1,1,1,1,1,1204.07,1520.59,875.658,649.4979141551021,15.6813,VUT,VUT,VUT,DT,DT,1
CN-Lch,CRO,37.88936,114.69289,6,6,6,7,7,708.977,2452.3050000000003,1555.315,702.7117561469388,16.7249,VUT,VUT,VUT,NT,NT,1
CN-Jzh,CRO,41.14806,121.20167,5,5,5,5,5,479.222,1422.46,851.823,504.67171533061224,23.6839,VUT,VUT,VUT,NT,NT,1
CN-Jng,GRA,37.83869,101.1145,3,2,2,4,5,167.163,491.4275,286.4265,349.647259444898,18.377,VUT,VUT,VUT,NT,NT,1
CN-Huz,BSV,38.76519,100.3186,6,5,5,9,10,228.163,253.577,10.5643,248.77950935510202,42.3511,VUT,VUT,VUT,NT,NT,1
CN-HeM,DBF,41.99029,101.13349,5,5,5,7,11,365.973,1045.28,605.241,602.3637404081633,31.0269,VUT,VUT,VUT,NT,NT,1
CN-HeD,BSV,42.1135,100.9872,3,0,0,4,4,-16.8924,NA,NA,26.49279840979592,53.2731,VUT,NA,NA,NA,NA,1
CN-HaW,WET,37.607655,101.32899,1,1,1,1,1,378.08,475.466,92.1532,471.18974576326536,20.5822,VUT,VUT,VUT,NT,NT,1
CN-Ha2,OSH,37.6086,101.3269,2,2,2,4,4,292.592,682.876,385.83500000000004,420.76714128979586,42.5769,VUT,VUT,VUT,NT,NT,1
CN-GuT,GRA,34.35481,100.4872,2,2,2,2,2,158.779,531.4625000000001,369.307,453.0119241306122,27.692,VUT,VUT,VUT,NT,NT,1
CN-Erg,GRA,50.1869,119.3889,2,2,2,2,2,46.04915,353.43100000000004,303.83050000000003,253.87316360816325,25.63765,VUT,VUT,VUT,NT,NT,1
CN-Dzo,EBF,19.546,109.475,7,6,6,8,8,834.411,2326.135,1377.67,931.2956895673469,25.06255,VUT,VUT,VUT,NT,NT,1
CN-Du2,GRA,42.0467,116.2836,6,6,6,6,6,112.14699999999999,461.207,404.832,350.87156551836733,36.599199999999996,VUT,VUT,VUT,NT,NT,1
CN-Dsh,GRA,38.83992,98.9406,3,3,3,9,10,281.15,491.426,202.849,477.85805985306126,36.875299999999996,VUT,VUT,VUT,NT,NT,1
CN-Dmn,CRO,38.85551,100.37223,12,12,12,12,12,636.287,1301.885,626.6445000000001,695.6145163102042,21.1994,VUT,VUT,VUT,NT,NT,1
CN-Din,EBF,23.1733,112.5361,6,6,6,8,8,658.8054999999999,1467.46,882.6165000000001,627.8989910693878,19.31655,CUT,CUT,CUT,NT,NT,0
